一级指标编码,一级指标中文名称,二级指标编码,二级指标中文名称,三级指标编码,三级指标中文名称,四级指标编码,四级指标中文名称
A02,行业指标,A0207,批发和零售业,A020704,连锁零售企业,A02070405,连锁零售企业商品购进总额
A02,行业指标,A0207,批发和零售业,A020704,连锁零售企业,A02070406,连锁零售企业统一配送商品购进额
A02,行业指标,A0207,批发和零售业,A020705,亿元以上商品交易市场基本情况,A02070501,亿元以上商品交易市场数
A02,行业指标,A0207,批发和零售业,A020705,亿元以上商品交易市场基本情况,A02070502,亿元以上商品交易市场摊位数
A02,行业指标,A0207,批发和零售业,A020705,亿元以上商品交易市场基本情况,A02070503,亿元以上商品交易市场营业面积
A02,行业指标,A0207,批发和零售业,A020705,亿元以上商品交易市场基本情况,A02070504,亿元以上商品交易市场成交额
A02,行业指标,A0207,批发和零售业,A020705,亿元以上商品交易市场基本情况,A02070505,亿元以上商品交易批发市场成交额
A02,行业指标,A0207,批发和零售业,A020705,亿元以上商品交易市场基本情况,A02070506,亿元以上商品交易零售市场成交额
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080101,住宿和餐饮业法人企业数
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080102,住宿和餐饮业年末从业人数
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080103,住宿和餐饮业营业额
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080104,住宿和餐饮业餐费收入
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080105,住宿和餐饮业餐饮营业面积
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080106,住宿业法人企业数
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080107,住宿业年末从业人数
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080108,住宿业营业额
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080109,住宿业客房收入
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080110,住宿业餐费收入
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080111,住宿业客房数
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080112,住宿业床位数
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080113,住宿业餐饮营业面积
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080114,餐饮业法人企业数
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080115,餐饮业年末从业人数
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080116,餐饮业营业额
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080117,餐饮业餐费收入
A02,行业指标,A0208,住宿和餐饮业,A020801,住宿和餐饮业情况,A02080118,餐饮业餐饮营业面积
A02,行业指标,A0208,住宿和餐饮业,A020802,限额以上住宿业企业基本情况和经营情况,A02080201,住宿业法人企业数
A02,行业指标,A0208,住宿和餐饮业,A020802,限额以上住宿业企业基本情况和经营情况,A02080202,住宿业企业从业人数
A02,行业指标,A0208,住宿和餐饮业,A020802,限额以上住宿业企业基本情况和经营情况,A02080203,住宿业企业营业额
A02,行业指标,A0208,住宿和餐饮业,A020802,限额以上住宿业企业基本情况和经营情况,A02080204,住宿业企业客房收入
A02,行业指标,A0208,住宿和餐饮业,A020802,限额以上住宿业企业基本情况和经营情况,A02080205,住宿业企业餐费收入
A02,行业指标,A0208,住宿和餐饮业,A020803,限额以上餐饮业企业基本情况和经营情况,A02080301,餐饮业企业资产总计
A02,行业指标,A0208,住宿和餐饮业,A020803,限额以上餐饮业企业基本情况和经营情况,A02080302,餐饮业企业流动资产合计
A02,行业指标,A0208,住宿和餐饮业,A020803,限额以上餐饮业企业基本情况和经营情况,A02080303,餐饮业企业固定资产合计
A02,行业指标,A0208,住宿和餐饮业,A020803,限额以上餐饮业企业基本情况和经营情况,A02080304,餐饮业企业负债合计
A02,行业指标,A0208,住宿和餐饮业,A020803,限额以上餐饮业企业基本情况和经营情况,A02080305,餐饮业企业所有者权益合计
A02,行业指标,A0208,住宿和餐饮业,A020803,限额以上餐饮业企业基本情况和经营情况,A02080306,餐饮业企业营业收入
A02,行业指标,A0208,住宿和餐饮业,A020803,限额以上餐饮业企业基本情况和经营情况,A02080307,餐饮业企业营业成本
A02,行业指标,A0208,住宿和餐饮业,A020803,限额以上餐饮业企业基本情况和经营情况,A02080308,餐饮业企业税金及附加
A02,行业指标,A0208,住宿和餐饮业,A020803,限额以上餐饮业企业基本情况和经营情况,A02080309,餐饮业企业利润总额
A02,行业指标,A0209,旅游业,A020901,旅游业发展情况,A02090101,旅行社数
A02,行业指标,A0209,旅游业,A020901,旅游业发展情况,A02090102,星级饭店总数
A02,行业指标,A0209,旅游业,A020901,旅游业发展情况,A02090103,入境游客
A02,行业指标,A0209,旅游业,A020901,旅游业发展情况,A02090104,外国人入境游客
A02,行业指标,A0209,旅游业,A020901,旅游业发展情况,A02090105,港澳同胞入境游客
A02,行业指标,A0209,旅游业,A020901,旅游业发展情况,A02090106,台湾同胞入境游客
A02,行业指标,A0209,旅游业,A020901,旅游业发展情况,A02090107,入境过夜游客
A02,行业指标,A0209,旅游业,A020901,旅游业发展情况,A02090108,国内居民出境人数
A02,行业指标,A0209,旅游业,A020901,旅游业发展情况,A02090109,国内居民因私出境人数
A02,行业指标,A0209,旅游业,A020901,旅游业发展情况,A02090110,国内游客
A02,行业指标,A0209,旅游业,A020901,旅游业发展情况,A02090111,国际旅游外汇收入
A02,行业指标,A0209,旅游业,A020902,国内旅游情况,A02090201,国内旅游总花费
A02,行业指标,A0209,旅游业,A020902,国内旅游情况,A02090202,国内游客
A02,行业指标,A0209,旅游业,A020902,国内旅游情况,A02090203,城镇居民国内游客
A02,行业指标,A0209,旅游业,A020902,国内旅游情况,A02090204,农村居民国内游客
A02,行业指标,A0209,旅游业,A020902,国内旅游情况,A02090205,城镇居民国内旅游总花费
A02,行业指标,A0209,旅游业,A020902,国内旅游情况,A02090206,农村居民国内旅游总花费
A02,行业指标,A0209,旅游业,A020902,国内旅游情况,A02090207,国内旅游人均花费
A02,行业指标,A0209,旅游业,A020902,国内旅游情况,A02090208,城镇居民国内旅游人均花费
A02,行业指标,A0209,旅游业,A020902,国内旅游情况,A02090209,农村居民国内旅游人均花费
A02,行业指标,A0209,旅游业,A020903,国际旅游(外汇)收入,A02090301,国际旅游外汇收入
A02,行业指标,A0210,金融业,A021001,金融机构人民币信贷资金平衡表(资金来源),A02100101,金融机构人民币信贷资金来源
A02,行业指标,A0210,金融业,A021001,金融机构人民币信贷资金平衡表(资金来源),A02100102,金融机构资金来源各项存款
A02,行业指标,A0210,金融业,A021001,金融机构人民币信贷资金平衡表(资金来源),A02100103,金融机构资金来源各项存款中单位存款
A02,行业指标,A0210,金融业,A021001,金融机构人民币信贷资金平衡表(资金来源),A02100104,金融机构资金来源各项存款中个人存款
A02,行业指标,A0210,金融业,A021001,金融机构人民币信贷资金平衡表(资金来源),A02100105,金融机构资金来源各项存款中财政性存款
A02,行业指标,A0210,金融业,A021001,金融机构人民币信贷资金平衡表(资金来源),A02100106,金融机构资金来源各项存款中临时性存款
A02,行业指标,A0210,金融业,A021001,金融机构人民币信贷资金平衡表(资金来源),A02100107,金融机构资金来源各项存款中委托存款
A02,行业指标,A0210,金融业,A021001,金融机构人民币信贷资金平衡表(资金来源),A02100108,金融机构资金来源金融债券
A02,行业指标,A0210,金融业,A021001,金融机构人民币信贷资金平衡表(资金来源),A02100109,金融机构资金来源流通中货币
A02,行业指标,A0210,金融业,A021001,金融机构人民币信贷资金平衡表(资金来源),A02100110,金融机构资金来源对国际金融机构负债
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100201,金融机构人民币信贷资金平衡表(资金运用)
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100202,金融机构人民币信贷资金运用
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100203,金融机构资金运用各项贷款
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100204,金融机构资金运用各项贷款境内贷款
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100205,金融机构资金运用各项贷款中短期贷款
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100206,金融机构资金运用各项贷款中中长期贷款
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100207,金融机构资金运用各项贷款中融资租赁
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100208,金融机构资金运用各项贷款中票据融资
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100209,金融机构资金运用各项贷款中各项垫款
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100210,金融机构资金运用各项贷款境外贷款
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100211,金融机构资金运用有价证券及投资
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100212,金融机构资金运用股权及其他投资
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100213,金融机构资金运用黄金占款
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100214,金融机构资金运用外汇占款
A02,行业指标,A0210,金融业,A021002,金融机构人民币信贷资金平衡表(资金运用),A02100215,金融机构资金运用在国际金融机构资产
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100301,货币和准货币(M2)供应量
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100302,货币(M1)供应量
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100303,流通中现金(M0)供应量
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100304,货币供应量中活期存款供应量
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100305,准货币供应量
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100306,准货币供应量定期存款
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100307,准货币供应量储蓄存款
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100308,准货币供应量其他存款
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100309,货币和准货币(M2)供应量同比增长率
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100310,货币(M1)供应量同比增长率
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100311,流通中现金(M0)供应量同比增长率
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100312,货币供应量中活期存款供应量同比增长率
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100313,准货币供应量同比增长率
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100314,准货币供应量定期存款同比增长率
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100315,准货币供应量储蓄存款同比增长率
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100316,准货币供应量其他存款同比增长率
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100317,黄金储备
A02,行业指标,A0210,金融业,A021003,货币供应量,A02100318,外汇储备
A02,行业指标,A0210,金融业,A021004,社会融资规模及构成,A02100401,社会融资规模
A02,行业指标,A0210,金融业,A021004,社会融资规模及构成,A02100402,人民币贷款社会融资规模
A02,行业指标,A0210,金融业,A021004,社会融资规模及构成,A02100403,外币贷款(折合人民币)社会融资规模
A02,行业指标,A0210,金融业,A021004,社会融资规模及构成,A02100404,委托贷款社会融资规模
A02,行业指标,A0210,金融业,A021004,社会融资规模及构成,A02100405,信托贷款社会融资规模
A02,行业指标,A0210,金融业,A021004,社会融资规模及构成,A02100406,未贴现银行承兑汇票社会融资规模
A02,行业指标,A0210,金融业,A021004,社会融资规模及构成,A02100407,企业债券社会融资规模
A02,行业指标,A0210,金融业,A021004,社会融资规模及构成,A02100408,非金融企业境内股票社会融资规模
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100501,保险系统机构数
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100502,保险集团公司机构数
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100503,中资保险公司机构数
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100504,中资保险公司总公司机构数
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100505,中资保险公司省级分公司机构数
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100506,中资保险公司中心支分公司机构数
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100507,中资保险公司支公司机构数
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100508,中资保险公司营业部机构数
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100509,中资保险公司营销服务部机构数
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100510,中外合资保险公司机构数
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100511,中外合资保险公司总公司机构数
A02,行业指标,A0210,金融业,A021005,保险系统机构、人员数,A02100512,中外合资保险公司省级分公司机构数
A02,行业指标,A0211,教育,A021101,各级各类学校数,A02110101,普通高等学校数
A02,行业指标,A0211,教育,A021101,各级各类学校数,A02110102,普通中学学校数
A02,行业指标,A0211,教育,A021101,各级各类学校数,A02110103,普通高中学校数
A02,行业指标,A0211,教育,A021101,各级各类学校数,A02110104,初中学校数
A02,行业指标,A0211,教育,A021101,各级各类学校数,A02110105,职业中学学校数
A02,行业指标,A0211,教育,A021101,各级各类学校数,A02110106,普通小学学校数
A02,行业指标,A0211,教育,A021101,各级各类学校数,A02110107,特殊教育学校学校数
A02,行业指标,A0211,教育,A021101,各级各类学校数,A02110108,学前教育学校数
A02,行业指标,A0211,教育,A021102,各级各类学校毕业生数,A02110201,普通高等学校毕业生数
A02,行业指标,A0211,教育,A021102,各级各类学校毕业生数,A02110202,普通中学毕业生数
A02,行业指标,A0211,教育,A021102,各级各类学校毕业生数,A02110203,普通高中毕业生数
A02,行业指标,A0211,教育,A021102,各级各类学校毕业生数,A02110204,初中毕业生数
A02,行业指标,A0211,教育,A021102,各级各类学校毕业生数,A02110205,职业中学毕业生数
A02,行业指标,A0211,教育,A021102,各级各类学校毕业生数,A02110206,普通小学毕业生数
A02,行业指标,A0211,教育,A021102,各级各类学校毕业生数,A02110207,特殊教育学校毕业生数
A02,行业指标,A0211,教育,A021103,教育经费,A02110301,高等学校教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110302,普通高等学校教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110303,成人高等学校教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110304,中等职业学校教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110305,中等专业学校教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110306,职业高中教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110307,技工学校教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110308,成人中专学校教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110309,中学教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110310,普通中学教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110311,普通高中教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110312,普通初中教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110313,农村普通初中教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110314,成人中学教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110315,小学教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110316,普通小学教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110317,农村普通小学教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110318,成人小学教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110319,特殊教育学校教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110320,幼儿园教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110321,教育行政单位教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110322,教育事业单位教育经费
A02,行业指标,A0211,教育,A021103,教育经费,A02110323,其它类别学校教育经费
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120101,科技活动人员
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120102,科学家和工程师人员
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120103,研究与试验发展人员全时当量
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120104,研究与试验发展人员全时当量中科学家和工程师
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120105,研究与试验发展人员全时当量中研究人员
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120106,研究与试验发展基础研究人员全时当量
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120107,研究与试验发展应用研究人员全时当量
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120108,研究与试验发展试验发展人员全时当量
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120109,研究与试验发展基础研究经费支出
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120110,研究与试验发展应用研究经费支出
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120111,研究与试验发展试验发展经费支出
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120112,研究与试验发展政府资金经费支出
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120113,研究与试验发展企业资金经费支出
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120114,来源于政府资金的科技经费筹集额
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120115,来源于企业资金的科技经费筹集额
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120116,来源于金融机构贷款的科技经费筹集额
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120117,科技经费内部支出中劳务费
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120118,科技经费内部支出中固定资产构建费
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120119,发表科技论文
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120120,出版科技著作
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120121,科技成果登记数
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120122,国家技术发明奖
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120123,国家科学技术进步奖
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120124,专利申请数
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120125,发明专利申请数
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120126,专利申请授权数
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120127,发明专利申请授权数
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120128,高技术产品进出口额
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120129,高技术产品出口额
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120130,高技术产品进口额
A02,行业指标,A0212,科技,A021201,科技活动基本情况,A02120131,技术市场成交额
A02,行业指标,A0212,科技,A021202,高技术产业专利申请数,A02120201,高技术产业专利申请数
A02,行业指标,A0212,科技,A021203,产品质量情况,A02120301,产品质量优等品率
A02,行业指标,A0212,科技,A021203,产品质量情况,A02120302,产品质量一等品率
A02,行业指标,A0212,科技,A021203,产品质量情况,A02120303,产品质量合格品率
A02,行业指标,A0212,科技,A021203,产品质量情况,A02120304,质量损失率
A02,行业指标,A0212,科技,A021203,产品质量情况,A02120305,产品质量合格率
A02,行业指标,A0212,科技,A021204,规模以上工业企业研究与试验发展(R&D)活动情况,A02120401,规模以上工业企业R&D人员全时当量
A02,行业指标,A0212,科技,A021204,规模以上工业企业研究与试验发展(R&D)活动情况,A02120402,规模以上工业企业R&D经费
A02,行业指标,A0212,科技,A021204,规模以上工业企业研究与试验发展(R&D)活动情况,A02120403,规模以上工业企业R&D项目数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130101,医疗卫生机构数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130102,医院数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130103,综合医院数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130104,中医医院数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130105,专科医院数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130106,基层医疗卫生机构
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130107,社区卫生服务中心(站)数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130108,街道卫生院数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130109,乡镇卫生院数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130110,村卫生室数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130111,门诊部(所)数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130112,专业公共卫生机构数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130113,疾病预防控制中心数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130114,专科疾病防治院(所/站)数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130115,妇幼保健院(所/站)数
A02,行业指标,A0213,卫生,A021301,医疗卫生机构,A02130116,卫生监督所(中心)数
A02,行业指标,A0213,卫生,A021302,卫生人员,A02130201,卫生人员数
A02,行业指标,A0213,卫生,A021302,卫生人员,A02130202,卫生技术人员数
A02,行业指标,A0213,卫生,A021302,卫生人员,A02130203,执业(助理)医师数
A02,行业指标,A0213,卫生,A021302,卫生人员,A02130204,执业医师数
A02,行业指标,A0213,卫生,A021302,卫生人员,A02130205,注册护士数
A02,行业指标,A0213,卫生,A021302,卫生人员,A02130206,药师数
A02,行业指标,A0213,卫生,A021302,卫生人员,A02130207,乡村医生和卫生员数
A02,行业指标,A0213,卫生,A021302,卫生人员,A02130208,其他技术人员数
A02,行业指标,A0213,卫生,A021302,卫生人员,A02130209,管理人员数
A02,行业指标,A0213,卫生,A021302,卫生人员,A02130210,工勤技能人员数
A02,行业指标,A0213,卫生,A021303,卫生总费用,A02130301,卫生总费用
A02,行业指标,A0213,卫生,A021303,卫生总费用,A02130302,政府卫生支出
A02,行业指标,A0213,卫生,A021303,卫生总费用,A02130303,社会卫生支出
A02,行业指标,A0213,卫生,A021303,卫生总费用,A02130304,个人现金卫生支出
A02,行业指标,A0213,卫生,A021303,卫生总费用,A02130305,人均卫生费用
A02,行业指标,A0213,卫生,A021303,卫生总费用,A02130306,城市人均卫生费用
A02,行业指标,A0213,卫生,A021303,卫生总费用,A02130307,农村人均卫生费用
A02,行业指标,A0214,社会服务,A021401,社会服务机构基本情况,A02140101,社会福利企业机构数
A02,行业指标,A0214,社会服务,A021401,社会服务机构基本情况,A02140102,社会福利企业残疾职工
A02,行业指标,A0214,社会服务,A021401,社会服务机构基本情况,A02140103,社会福利企业利润额
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150101,体育系统机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150102,体育系统体育行政机关机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150103,体育系统运动项目管理部门机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150104,体育系统本科院校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150105,体育系统职业、运动技术学院机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150106,体育系统体育运动学校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150107,体育系统竞技体校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150108,体育系统少儿体育运动学校(业余体校)机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150109,体育系统单项运动学校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150110,体育系统训练基地机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150111,体育系统体育场馆机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150112,体育系统科研所机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150113,体育系统其他事业单位机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150114,体育系统其他体育系统机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150115,体育系统国家级机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150116,体育系统国家级体育行政机关机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150117,体育系统国家级运动项目管理部门机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150118,体育系统国家级本科院校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150119,体育系统国家级职业、运动技术学院机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150120,体育系统国家级体育运动学校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150121,体育系统国家级竞技体校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150122,体育系统国家级少儿体育运动学校(业余体校)机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150123,体育系统国家级单项运动学校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150124,体育系统国家级训练基地机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150125,体育系统国家级体育场馆机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150126,体育系统国家级科研所机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150127,体育系统国家级其他事业单位机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150128,体育系统国家级其他机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150129,体育系统省级机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150130,体育系统省级体育行政机关机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150131,体育系统省级运动项目管理部门机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150132,体育系统省级本科院校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150133,体育系统省级职业、运动技术学院机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150134,体育系统省级体育运动学校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150135,体育系统省级竞技体校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150136,体育系统省级少儿体育运动学校(业余体校)机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150137,体育系统省级单项运动学校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150138,体育系统省级训练基地机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150139,体育系统省级体育场馆机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150140,体育系统省级科研所机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150141,体育系统省级其他事业单位机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150142,体育系统省级其他机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150143,体育系统地级机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150144,体育系统地级体育行政机关机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150145,体育系统地级运动项目管理部门机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150146,体育系统地级本科院校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150147,体育系统地级职业、运动技术学院机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150148,体育系统地级体育运动学校机构数
A02,行业指标,A0215,体育,A021501,体育系统机构数,A02150149,体育系统地级竞技体校机构数
