A01,国民经济指标,A0110,价格指数,A011003,农产品生产价格指数(上年=100),A01100348,蛋类生产价格指数(上年价格=100),A0327048
A01,国民经济指标,A0110,价格指数,A011003,农产品生产价格指数(上年=100),A01100349,奶类生产价格指数(上年价格=100),A0327049
A01,国民经济指标,A0110,价格指数,A011003,农产品生产价格指数(上年=100),A01100350,渔业产品生产价格指数(上年价格=100),A0327050
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100401,商品零售价格指数(上年同月=100),A0304001001
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100402,食品类商品零售价格指数(上年同月=100),A0304001002
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100403,饮料、烟酒类商品零售价格指数(上年同月=100),A0304001003
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100404,服装、鞋帽类商品零售价格指数(上年同月=100),A0304001004
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100405,纺织品类商品零售价格指数(上年同月=100),A0304001005
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100406,家用电器及音像器材类商品零售价格指数(上年同月=100),A0304001006
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100407,文化办公用品类商品零售价格指数(上年同月=100),A0304001007
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100408,日用品类商品零售价格指数(上年同月=100),A0304001008
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100409,体育娱乐用品类商品零售价格指数(上年同月=100),A0304001009
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100410,交通、通信用品类商品零售价格指数(上年同月=100),A0304001010
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100411,家具类商品零售价格指数(上年同月=100),A0304001011
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100412,化妆品类商品零售价格指数(上年同月=100),A0304001012
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100413,金银珠宝类商品零售价格指数(上年同月=100),A0304001013
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100414,中西药品及医疗保健用品类商品零售价格指数(上年同月=100),A0304001014
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100415,书报杂志及电子出版物类商品零售价格指数(上年同月=100),A0304001015
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100416,燃料类商品零售价格指数(上年同月=100),A0304001016
A01,国民经济指标,A0110,价格指数,A011004,商品零售价格分类指数,A01100417,建筑材料及五金电料类商品零售价格指数(上年同月=100),A0304001017
A01,国民经济指标,A0110,价格指数,A011005,固定资产投资价格指数_当季（上年同季=100）,A01100501,固定资产投资价格指数_当季值（上年同季=100）,A0315001
A01,国民经济指标,A0110,价格指数,A011005,固定资产投资价格指数_当季（上年同季=100）,A01100502,设备、工器具购置价格指数_当季值（上年同季=100）,A0315002
A01,国民经济指标,A0110,价格指数,A011005,固定资产投资价格指数_当季（上年同季=100）,A01100503,建筑、安装、装饰工程价格指数_当季值（上年同季=100）,A0315003
A01,国民经济指标,A0110,价格指数,A011005,固定资产投资价格指数_当季（上年同季=100）,A01100504,人工费价格指数_当季值（上年同季=100）,A0315004
A01,国民经济指标,A0110,价格指数,A011005,固定资产投资价格指数_当季（上年同季=100）,A01100505,材料费价格指数_当季值（上年同季=100）,A0315005
A01,国民经济指标,A0110,价格指数,A011005,固定资产投资价格指数_当季（上年同季=100）,A01100506,钢材价格指数_当季值（上年同季=100）,A0315006
A01,国民经济指标,A0110,价格指数,A011005,固定资产投资价格指数_当季（上年同季=100）,A01100507,木材价格指数_当季值（上年同季=100）,A0315007
A01,国民经济指标,A0110,价格指数,A011005,固定资产投资价格指数_当季（上年同季=100）,A01100508,水泥价格指数_当季值（上年同季=100）,A0315008
A01,国民经济指标,A0110,价格指数,A011005,固定资产投资价格指数_当季（上年同季=100）,A01100509,地方建筑材料价格指数_当季值（上年同季=100）,A0315009
A01,国民经济指标,A0110,价格指数,A011005,固定资产投资价格指数_当季（上年同季=100）,A01100510,化工材料价格指数_当季值（上年同季=100）,A0315010
